ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher
679882561;Thunder Falls (Dinotopia);SCOTT CIENCIN;1996;Random House Books for Young Readers
1888123036;New Menopausal Years, The Wise Woman Way: Alternative Approaches for Women 30-90 (Wise Woman Herbal Series, Book 5);Susun S Weed;2001;Ash Tree Publishing
60242078;Earth, air, fire & water: Poems;Frances Monson McCullough;1989;Harper & Row
679723951;Memories, Dreams, Reflections;C G Jung;1989;Vintage Books USA
1559580968;The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent;David Chilton;1991;Prima Lifestyles
553091220;Meeting the Madwoman: An Inner Challenge for Feminine Spirit;Linda Leonard;1993;Bantam Books
688004717;The Ways of My Grandmothers;Beverly Hungry Wolf;1998;Perennial Currents
1557482454;The teenage book of manners--  please!;Fred Hartley;1991;Barbour Books
961462000;Wise Woman Herbal for the Childbearing Year (Wise Woman Herbal Series, Book 1);Susun S Weed;1985;Ash Tree Publishing
698306619;What's in the Names of Wild Animals;Peter R Limburg;1977;Putnam Pub Group (L)
155874522;Why...: A Guide to Answering Life's Toughest Questions;Robin Norwood;1997;Health Communications
380004666;Liberated Parents, Liberated Children;Adele Faber;1975;Avon Books
425126560;Woman of the Dawn;Wabun Wind;1991;Berkley Pub Group
385481918;Tying Rocks to Clouds: Meetings and Conversations With Wise and Spiritual People;William Elliott;1996;Image
1577310640;You Can Be Happy No Matter What: Five Principles Your Therapist Never Told You;Richard Carlson;1997;New World Library
1889462101;Greenwich Diet: Lose Fat While Gaining New Health and Wellness;Carlon M Colker MD;2000;Advanced Research Press
553372971;Ancient Puzzles : Classic Brainteasers and Other Timeless Mathematical Games of the Last TenCenturies;DOMINIC OLIVASTRO;1993;Bantam
1568360142;Living Color: Master Lin Yun's Guide to Feng Shui and the Art of Color;Sarah Rossbach;1994;Kodansha America
394527739;Talking with your teenager: A book for parents;Ruth Bell Alexander;1983;Random House
60553162;Linda Goodman's Love Signs: A New Approach to the Human Heart;Linda Goodman;1992;Perennial (HarperCollins)
1880032236;The Soul of an Indian and Other Writings from Ohiyesa (The Classic Wisdom Collection);Charles Alexander Eastman;1993;New World Library
943404185;Black Dawn Bright Day;Sunbear;1990;Bear Tribe Pub
156364670;Good Night, Willie Lee, I'll See You in the Morning: Poems;Alice Walker;1984;Harvest Books
674403703;A History of Women in the West: From Ancient Goddesses to Christian Saints (Women in the West);Georges Duby;1992;Belknap Press
749728280;Which Way Is Home?;Ian Cover Strachan;1997;Egmont Childrens Books
140114114;Down in the Valley;David M Pierce;1989;Penguin USA
515129798;Third Time Lucky;Claire Cross;2000;Jove Books
380773805;The Class Menagerie (Jane Jeffry Mysteries (Paperback));Jill Churchill;1999;Avon
380787067;War and Peas (Jane Jeffry Mysteries (Paperback));Jill Churchill;1997;Avon
515131784;Double Trouble;Claire Cross;2001;Jove Books
2070370437;La Valse aux adieux;Milan Kundera;1978;Gallimard
2253006777;Les Contes De La Becasse;Guy De Maupassant;0;Livre De Poche French
2290044369;Le Champ De Personne;Daniel Picouly;0;Editions 84
227711006;Chiens Perdus Sans Collier;Gilbert Cesbron;0;Jai Lu French
2707301256;Tropismes;Nathalie Sarraute;1986;Editions de Minuit
2253046558;Splendeurs et Mis�?¨res des courtisanes;Honor�?© de Balzac;1988;LGF
312143753;Murder in the Chateau: An Eleanor Roosevelt Mystery;Elliott Roosevelt;1996;St Martins Pr
385039158;Etiquette;Amy Vanderbilt;1972;Doubleday
385192991;Grace: The Secret Lives of a Princess;James Spada;1987;Bantam Dell Pub Group
6018308;Ginger: My Story;Ginger Rogers;1991;Harpercollins
394473426;Woman's estate;Juliet Mitchell;1972;Pantheon Books
345425502;The Life of Elizabeth I;Alison Weir;1999;Ballantine Books
74320042;Five Sisters: The Langhornes  of Virginia;James Fox;2001;Simon & Schuster
679734996;The Heidi Chronicles and Other Plays;Wendy Wasserstein;1991;Vintage Books USA
70446504;The Time Trap;R Alec MacKenzie;1975;McGraw-Hill
870004417;The encyclopedia of animated cartoon series;Jeff Lenburg;1981;Arlington House/Publishers
1564580288;The Book of Buttons;Joyce Whittemore;1992;Dk Pub
877952299;The Possessors and the Possessed the Saga of the Van Alen Family of New York: The Saga of the Van Alen Family of New York : A Novel;Samuel Agnew Schreiner;1980;Arbor House Pub Co
671610023;Green Monday;Michael Thomas;1980;Simon & Schuster
700602437;The Last Cattle Drive;Robert Day;1983;University Press of Kansas
1573221570;A Place in the Country;Laura Shaine Cunningham;2000;Riverhead Books
841502390;Every man is my father;William Edward Wilson;1973;Saturday Review Press
931948878;The calling: A novel;Sterling Watson;1986;Peachtree Publishers
818004517;Innovative Furniture in America from 1800 to the Present;David Hanks;1982;Western Book Dist
394574842;Any Old Iron;Anthony Burgess;1989;Daedalus Books
671218425;FAMILY SECRETS;Rona Jaffe;1974;Simon & Schuster
394530152;The Little Drummer Girl;John Le Carre;1984;Smithmark Pub
397012551;In his image: The cloning of a man;David M Rorvik;1978;Lippincott
517547228;Getting Back to the Basics of Public Relations and Publicity;Matthew J Culligan;1982;Random House Value Pub
1559722177;Queen Elizabeth II: A Woman Who Is Not Amused;Nicholas Davies;1994;Carol Publishing Corporation
1559700017;The Jester and the Kings: A Political Autobiography;Marek Halter;1989;Arcade Publishing
135560845;Marketing for nonprofit organizations;Philip Kotler;1974;Prentice-Hall
393010651;Power and Innocence: A Search for the Sources of Violence;Rollo May;1972;W W Norton & Co Inc
316091634;The Houseguest: A Novel;Thomas Berger;1988;Little Brown & Co
3332001337;Die grosse Sintflut: Mythos und Realität;Aleksandr Mikhailovich Kondratov;1987;Urania-Verlag
3442308151;Die Treppe zum Meer.;Martha Grimes;2000;Goldmann
3499261332;Gruschko;Philip Kerr;1998;Rowohlt Taschenbuch Verlag GmbH
3426623226;Allein mit deinem M�?¶rder.;Nicole Drawer;2003;Droemersche Verlagsanstalt Th Knaur Nachf, GmbH & Co
3453088905;Der wei�?�?e Seidenschal. Ein Thomas- Pitt- Krimi aus dem viktorianischen England.;Anne Perry;1995;Heyne
2047430;The Elements of Editing: A Modern Guide for Editors and Journalists (Elements of Series);Arthur Plotnik;1986;MacMillan Publishing Company
2070360164;Noces Suivi De L'Ete (Folio Series : No 16);Albert Camus;1959;Schoenhof Foreign Books Inc
61060356;Freshman Games (Freshman Dorm, No 6);Linda A Cooney;1991;Harpercollins Juvenile Books
671625381;Make it easy, make it light;Laurie Burrows Grad;1987;Simon and Schuster
843942290;Blood Hunt (Leisure Western Series , No 3);David Thompson;1997;Leisure Books
373196997;The Prince & The Marriage Pact (Silhouette Romance, 1699);Valerie Parv;2003;Silhouette
373169809;Montana Daddy (Harlequin American Romance, No 980);Charlotte Maclay;2003;Harlequin
37303752;Surrender To A Playboy  (What Women Want!);Renee Roszel;2003;Harlequin
373123507;The Sicilian Surrender (Harlequin Presents, 2350);Sandra Marton;2003;Harlequin
670889482;Fables of Aesop;Aesop;2000;Viking Juvenile
373122950;A Mediterranean Marriage  (A Mediterranean Marriage);Lynne Graham;2003;Harlequin
42516926;The Thirteen Problems (Agatha Christie Mysteries Collection (Paperback));Agatha Christie;1998;Berkley Publishing Group
849979455;The Prayer Of Jabez Devotions For Kids Living Big For God;Bruce H Wilkinson;2001;Tommy Nelson
307216012;Best Stories of Sherlock Holmes;Doyle;1978;Golden Books
764539507;Billy Budd and Typee (Cliffs Notes);Mary Ellen  Snodgrass;2003;Cliffs Notes
440416582;The Promise;Jackie French Koller;2001;Yearling Books
51;Emma;Jane Austen;0;Random House
373711441;The Second Family  (You,Me & The Kids);Janice Carter;2003;Harlequin
373033540;Dark Illusion (Harlequin Romance, No 3354);Jim Wilson;1995;Harlequin
373765355;In Bed With Beauty : King Of Hearts (Silhouette Desire, 1535);Katherine Garbera;2003;Silhouette
37303766;Their Miracle Baby : Ready for Baby (Harlequin Romance, 3766);Jodi Dawson;2003;Harlequin
373123183;A Spanish Inheritance  (Latin Lovers);Susan Stephens;2003;Harlequin
312025602;The Climbing Tree;Carol McAfee;1989;St Martins Pr
786800909;You Must Remember This;Karen L B Evans;1997;Disney Pr
590438956;B, My Names Is Bunny;Norma Fox Mazer;1994;Scholastic
786002999;Wingman: Target : Point Zero (Wingman);MacK Maloney;1996;Pinnacle Books
74345393;Quantum Web : A Thriller;Tom Grace;2002;Pocket
55358006;Dreams in the Key of Blue;John Philpin;2000;Bantam Books
64401707;Scary Stories to Tell in the Dark : Collected from American Folklore (Scary Stories);Alvin Schwartz;1986;HarperTrophy
28643380;The Complete Idiot's Guide to Philosophy (2nd Edition);Jay Stevenson;2002;Alpha Books
345450663;Men in Black II: The Official Novelization;Robert Gordon;2002;Del Rey
345342569;Shoeless Joe;W P Kinsella;1989;Ballantine Books
306804123;The Art of War: A Revised Edition of the Ellis Farneworth Translation (Da Capo Paperback);Niccolo Machiavelli;1990;Da Capo Press
486408833;The Illiad (Dover Thrift Editions);Homer;2000;Dover Publications
439176875;The Violet Keystone (The Seventh Tower, Book 6);Garth Nix;2001;Scholastic
439176840;Aenir (The Seventh Tower, Book 3);Garth Nix;2001;Scholastic
439176832;Castle (The Seventh Tower, Book 2);Garth Nix;2000;Scholastic
67100316;Star Trek First Contact (Star Trek The Next Generation);J M Dillard;1996;Pocket Books
679410449;The Prince (Everyman's Library);Niccolò Machiavelli;1992;Alfred A Knopf
590222171;Jack London: Biography, A;Daniel Dyer;2002;Scholastic
674539095;Imagined Worlds (Jerusalem-Harvard Lectures);Freeman Dyson;1998;Harvard University Press
312989687;Death of Riley : A Molly Murphy Mystery (A Molly Murphy Mystery);Rhys Bowen;2003;St Martin's Minotaur
155963216;In Search of Nature;Edward O Wilson;1997;Shearwater Books
1575663430;Double Exposure (Bert & Nan Tatum Mysteries (Paperback));Barbara McCafferty;1998;Kensington Publishing Corp
807068195;New and Selected Poems;Mary Oliver;1993;Beacon Press
345445872;Queen of Camelot;Nancy McKenzie;2002;Del Rey Books
385317999;Mother of My Mother: The Intricate Bond Between Generations;Hope Edelman;2000;Delta
2707317918;Dans Le Train;Christian Oster;2002;Minuit
374514313;Encounters with the Archdruid;John McPhee;1977;Noonday Press
345427114;Cobra Event;Richard Preston;1997;Ballantine Books (Mm)
2253150185;Le Livre du voyage;Bernard Werber;2001;Livre de poche
2070418871;La D�?©couverte du ciel;Harry Mulisch;2002;Gallimard
3404129768;Das Labyrinth. Total Control.;David Baldacci;1999;L�?¼bbe
3442433495;Der Campus.;Dietrich Schwanitz;1996;Goldmann
1573223522;Airplane Yoga;Rachel Lehmann-Haupt;2003;Riverhead Books
679736417;Seven Gothic Tales;Isak Dinesen;1991;Vintage Books USA
971156921;The Fabric Of Self: Meditations on Vanity and Love;John McAfee;2001;McAfee Pub
140059628;The Levant Trilogy;Olivia Manning;1982;Penguin Books Ltd
471221414;Wealthy and Wise: Secrets About Money;Neuberger Berman;2002;Wiley
806997915;Words at Play: Quips, Quirks & Oddities;OV Michaelsen;1998;Sterling Pub Co Inc
684824620;Accidental Activist: A Personal and Political Memoir;Candace Gingrich;1996;Scribner
380703386;A Dismal Thing To Do;Charlotte MacLeod;1994;Harper Mass Market Paperbacks (Mm)
451192176;Murder Can Spook Your Cat: A Desire Shapiro Mystery (Desiree Shapiro Mysteries (Paperback));Selma Eichler;1998;Signet Book
67945733;Goodnight, Nebraska;Tom McNeal;1998;Random House
876054645;The Complete Dog Book: The Photograph, History and Official Standard of Every Breed Admitted to Akc Registration, and the Selection, Training, Breed;The American Kennel Club;1992;John Wiley & Sons
876054637;The Complete Dog Book: The Photograph, History, and Official Standard of Every Breed a;American Kennel Club;1985;Howell Books
399146261;Three Complete Novels: Cold Fire, Hideaway, Key to Midnight;Dean R Koontz;2000;Putnam Publishing Group
399141251;3 Complete Novels: The House of Thunder, Shadowfires, Midnight;Dean R Koontz;1996;Putnam Publishing Group
425127265;The Bone Yard (Night Visions VI);Dean R Koontz;1994;Berkley Pub Group
440236789;Johnny Angel;DANIELLE STEEL;2004;Dell
880886595;Best Friends;Kerren Barbas;1999;Peter Pauper Press
439217504;Scooby-Doo and You: The Case of the Glowing Alien (Scooby-Doo and You);James Gelsey;2000;Scholastic
439217512;Scooby-Doo! and You: The Case of the Bigfoot Beast;Tracey West;2000;Scholastic School Market Edition
816769729;World'S Best Pokemon Drawing Book;Ron Zalme;2000;Troll Communications
399143882;Three Complete Novels: Born in Fire, Born in Ice, Born in Shame;Nora Roberts;1998;Putnam Publishing Group
60177217;Her Own Rules;Barbara Taylor Bradford;1996;Harpercollins
671778706;GRAND PASSION;Jayne Ann Krentz;1994;Atria
1551660342;Tomorrow'S Promise;Kenneth T Brown;1994;Mira
61090409;Keeper of the Light : Keeper of the Light;Diane Chamberlain;1993;HarperTorch
769608604;Scooby Doo: Spooky Space Kooki;Landoll;1999;Landoll
446381217;Mary Ellen's Best of Helpful Hints;Mary Ellen Pinkham;1983;Warner Books
876379374;Official 1996 Blackbook Price Guide of United States Coins (Official Blackbook Price Guide to U.S. Coins);Marc Hudgeons;1995;House of Collectibles
439188784;Scooby-Doo! and the Masked Magician (Scooby-Doo Mysteries);James Gelsey;2001;Scholastic
37580241;Thomas Takes a Trip (Toddler Board Book);Josie Yee;2000;Random House Trade
843949104;The Rancher's Daughter: Proving Herself (Rancher's Daughters);Yvonne Jocks;2001;Leisure Books
373290101;Prim And Improper (Harlequin Historical, No 410);Liz Ireland;1998;Harlequin
895779137;Intelligence in Animals: The Earth, Its Wonders, Its Secrets (The Earth, Its Wonders, Its Secrets);Readers Digest;2000;Reader's Digest Association
1840842032;Questions and Answers: Planet Earth (Questions and Answers);Keith Lye;1998;Parragon Publishing
1567650236;Poems: American Themes;Bassall;1995;Amsco School Pubns Inc
395664004;Toby Scudder, King of the School;David Gifaldi;1993;Clarion Books
765117274;The Hardy Boys: Volumes 1,2,3;Franklin W Dixon;1999;Smithmark Publishers
316808946;The Best of Sports Illustrated;The Editors of Sports Illustrated;1996;Little Brown & Co
786234210;Welcome to Wolf Country (Five Star First Edition Mystery Series);Douglas Allyn;2001;Five Star (ME)
446973483;Until the Sun Dies;Robert Jastrow;1980;Warner Books Inc
800601483;The end of the taboos: An ethics of encounter;Gérard Fourez;1973;Fortress Press
811807886;The Art and Craft of Paper;Faith Shannon;1994;Chronicle Books Llc
696206730;The Home Depot Outdoor Projects 1-2-3;Home Depot;1998;Meredith Books
590481207;There's a Hamster in My Lunchbox (Little Apple);Susan Clymer;1994;Scholastic
439202272;Shiny Spooky Knights (Scooby-Doo! Reader, 5);Gail Herman;2001;Scholastic
64443051;The Bug in Teacher's Coffee : And Other School Poems (I Can Read Book 2);Kalli Dakos;2002;HarperTrophy
525935894;The Horsemasters;Joan Wolf;1993;Penguin USA
451178785;The Reindeer Hunters;Joan Wolf;1995;Onyx Books
891451587;Art Nouveau and Art Deco Jewelry: An Identification and Value Guide;Lillian Baker;1983;Collector Books
30085330;At the Hands of Another;A Lyons;1987;Henry Holt & Company
1557236054;Activity Songs;Disney My First Sing Csdisn         60623;1996;DISNEY AUDIO
307100073;The True Story of Batman (Golden Super Shape Books);Scott Peterson;1995;Golden Books
843139951;Kyle Can, Can You? (Puzzle Place);Michi Fujimoto;1996;Price Stern Sloan Pub (J)
1562476661;The Care & Keeping of You: The Body Book for Girls (American Girl Library (Paperback));Valorie Schaefer;1998;Pleasant Company Publications
312878281;Angelmass;Timothy Zahn;2001;Tor Books
441009123;Chasm City;Alastair Reynolds;2002;Ace Books
312856423;Eternity's End;Jeffrey A Carver;2000;Tor Books
67232105;Sams Teach Yourself Microsoft Office XP in 24 Hours;Greg M Perry;2001;Sams
517449013;Tales of Peter Rabbit and His Friends;BEATRIX POTTER;2000;Derrydale
307115933;Walt Disney's Winnie the Pooh and the Very Big Bear (A Golden very easy reader);Joan Phillips;1990;Random House Childrens Books
739408909;Special Circumstances;Sheldon Siegel;0;Bantam Books
449906671;Getting Pregnant: What Couples Need to Know Right Now;Neils H Lauersen;1992;Ballantine Books
312900775;Beyond All Frontiers;Emma Drummond;1985;St Martin's Press
721450784;Twelve Days of Christmas;Roger Langton;1940;Penguin Putnam
505523566;Mr. Hyde's Assets;Sheridon Smythe;2000;Dell Publishing Company
821764063;Once a Rogue (Zebra Books);Megan Gray;1999;Zebra Books
373871635;Girl Next Door (Love Inspired, November 01);Kate Welsh;2001;Steeple Hill
37383229;My Valentine 1992 (Harlequin Temptation);Gina Wilkins;1992;Harlequin
380841789;Golden Roses;Patricia Hagan;1983;Avon Books
140205098;The Greek Myths (Pelican S.);Robert Graves;1969;Penguin Books Ltd
373271298;Hero In Her Eyes (Childfinders, Inc.) (Intimate Moments, 1059);Marie Ferrarella;2001;Silhouette
312954239;A Certain Magic;Kathleen Morgan;1995;St Martins Pr (Mm)
373196075;Falling For The Sheik (Silhouette Romance, 1607);Carol Grace;2002;Silhouette
373650329;Expecting ... In Texas (Fortunes Of Texas) (Fortunes of Texas, 3);Marie Ferrarella;1999;Silhouette
37322432;Krystal'S Bodyguard (Harlequin Intrigue, No 432);Molly Rice;1997;Harlequin
843948051;Scandalous;Ronda Thompson;2000;Leisure Books
373286899;Devil Wind (Harlequin Historical, No. 89);Catherine Blair;1991;Harlequin
37351123;Millennium Miracle (Reader's Choice);Josie Metcalfe;2000;Harlequin
373871589;Redeeming Claire (Love Inspired (Numbered));Cynthia Rutledge;2001;Steeple Hill
373871554;Summer'S Promise (Love Inspired (Numbered));Irene Brand;2001;Steeple Hill
373871678;Family For Jana;Eileen Berger;2002;Steeple Hill
373226292;Someone To Protect Her (Montana Confidential) (Harleguin Intrigue, No. 629);Patricia Rosemoor;2001;Harlequin
373272308;Her Lord Protector  (Romancing The Crown) (Silhouette Intimate Moments, No. 1160);Eileen Wilks;2002;Silhouette
373764073;Risque Business (20 Amber Court) (Silhouette Desire, No. 1407);Anne Marie Winston;2001;Silhouette
373119569;Millionaire'S Baby (Nanny Wanted!) (Presents , No 1956);Tisha Hamilton;1998;Harlequin
373024711;Dangerous Rapture (Harlequin Romance Series);Sue Peters;1982;Harlequin Books
373226322;Sullivan'S Last Stand (The Avengers) (Harlequin Intrigue, No. 632);Harper Allen;2001;Harlequin
373240821;Father Next Door (Silhouette Special Edition, No 1082);Gina Wilkins;1997;Silhouette
373871694;Finally Found (Love Inspired (Numbered));Lyn Cote;2002;Steeple Hill
373765010;Taming the Beastly MD  (Dynasties: The Barones);Elizabeth Bevarly;2003;Harlequin
373098537;Point Of Departure (Women Of Glory That Special Woman) (Silhouette Special Edition, No 853);Lindsay McKenna;1993;Silhouette
373222068;Cry Of The Wild (Harlequin Intrigue, No 206);Catherine Anderson;1992;Harlequin
373520042;Not Looking For A Texas Man (Yours Truly #4) (Silhouette Yours Truly, No 4);Ellen Small;1995;Silhouette
6104234;Variation on a Theme;Barbara Delinsky;1994;HarperTorch
821727729;Ecstasy's Masquerade;Gwen Cleary;1989;Kensington Pub Corp (Mm)
821763784;Thunder Island;Meryl Sawyer;1999;Kensington Publishing Corporation
380777630;Champion;Fabio;1995;Harper Mass Market Paperbacks (Mm)
373117078;Phantom Lover (Harlequin Presents, No 1707);Susan Napier;1994;Harlequin
373243588;Rancher Next Door (Lone Star Canyon) (Special Edition, 1358);Susan Mallery;2000;Silhouette
380766213;Lord of Desire;Nicole Jordan;1992;Harper Mass Market Paperbacks (Mm)
505524937;The Trelayne Inheritance (Candleglow);Colleen Shannon;2002;Dorchester Publishing Company
373650140;Partners In Crime (36 Hours) (36 Hours, No 9);Alicia Scott;1998;Harlequin
373224354;And The Bride Vanishes (Harlequin Intrigue, No 435);Dan Diamond;1997;Harlequin
312863187;Writ in Blood: A Novel of Saint-Germain;Chelsea Quinn Yarbro;1997;St Martins Pr
345342534;Sins of the Fathers (Formerly Titled : a New Lease of Death);Ruth Rendell;1990;Ballantine Books
91358956;Easy-To-Make Stuffed Animals and All the Trimmings (Easy-To-Make);Jodie Davis;1992;Ideals Pubns
671659081;The Field Guide to Wildlife Habitats of the Eastern United States;Janine M Benyus;1989;Fireside
453006663;Born of the Sun;Joan Wolf;1989;New Amer Library
140123318;American Garden Writing: Gleanings from Garden Lives Then and Now;Bonnie Marranca;1989;Penguin USA
843942657;Black River Falls;Edward Gorman;1997;Leisure Books
1558821120;The Big Midget Murders (Library of Crime Classics);Craig Rice;1991;Independent Pub Group
3822893374;Gustav Klimt (Postcardbooks);Gustav Klimt;1999;Benedikt Taschen Verlag
312873344;The Kill Zone;David Hagberg;2002;Forge Books
891451641;Victorian Furniture: Our American Heritage;Kathryn McNerney;1999;Collector Books
307681297;Bambi and the Butterfly (A First little golden book);Calemenson;1983;Goldencraft
307301346;Natasha's Daddy: Featuring Jim Henson's Sesame Street Muppets (Little Golden Book);Constance Allen;1993;Western Publishing Company
307681017;Little Red Hen;Lillian Obligato;1982;Goldencraft
307061140;Walt Disney's Bambi: Count to Five (Golden Board Book);Diane Muldrow;1991;Random House Childrens Books
307060993;On the Go (Little Board Books);Darrell Baker;1988;Random House Childrens Books
394885082;Little Ernie's Animal Friends (Sesame Street Board Book);Jim Henson;1987;Happy House
910313334;Otis Lee (Cabbage Patch Kids);Lucinda McQueen;1984;Parker Brothers Publishing
689826621;The Watcher;James Howe;1999;Simon Pulse
671023004;DANGEROUS GIRLS FEAR STREET COLLECTORS EDITION 4 : THE RICH GIRL THE DARE THE PROM QUEEN (Fear Street Collector's Edition , No 4);RL Stine;1998;Simon Pulse
525441603;Seven Froggies Went to School;Kate Duke;1985;Penguin USA
590426966;Crocodile's Tale;Jose Aruego;1976;Scholastic Incorporated
307625532;Dorothy Returns to Oz (Walt Disney Pictures : Return to Oz);Walt Disney;1985;Goldencraft
307302164;My Little Golden Mother Goose (First Little Golden Book);Robin Cohen;1994;Golden Books
1570826935;Friendly Tales: Tigger (Friendly Tales);Mouse Works;1997;Random House Childrens Pub
1570826927;Pooh Friendly Tales (Friendly Tales Book);A A Milne;1997;Random House Childrens Pub
448089505;Danger on Vampire Trail (Hardy Boys Mystery Stories);Franklin W Dixon;1971;Grosset & Dunlap
448089521;The Shattered Helmet (His Hardy Boys Mystery Stories, No 52);Franklin W Dixon;1973;Grosset & Dunlap
671872109;RACING TO DISASTER (HARDY BOYS 126) : RACING TO DISASTER (Hardy Boys, 126);Franklin W Dixon;1994;Aladdin
671422901;STONE IDOL    HB P (Hardy Boys (Paperback));Franklin W Dixon;1981;Aladdin
671674625;PARIS CONNECTION - NANCY DREW AND HARDY BOYS SUPERMYSTERY #6 (Nancy Drew & Hardy Boys Supermystery);Carolyn Keene;1990;Simon Pulse
671626493;See No Evil (Hardy Boys Casefiles, No. 8);Franklin W Dixon;1987;Pocket Books
671626477;The Crowning Terror (Hardy Boys Casefiles, No 6);Franklin W Dixon;1987;Pocket Books
671626485;Deathgame (Hardy Boys Casefiles (Paperback));Franklin W Dixon;1987;Pocket Books
671700405;STRATEGIC MOVES: HARDY BOYS CASEFILES #43 (Hardy Boys File, No 43);Franklin W Dixon;1990;Simon Pulse
671625594;Evil, Inc. (Hardy Boys Casefiles, No 2);Franklin Dixon;1987;Pocket Books
671625586;Dead on Target (Hardy Boys Casefiles, No 1);Franklin Dixon;1987;Pocket Books
380701758;Good-Bye Pink Pig;C S Adler;1986;Harpercollins Juvenile Books
671792997;The SECRET LOST AT SEA (NANCY DREW 113) : THE SECRET LOST AT SEA (Nancy Drew Mystery Stories, No 113);Carolyn Keene;1993;Aladdin
671630202;White Water Terror (The Nancy Drew Case Files, No. 6);Carolyn Keene;1986;Pocket Books
67174674;SECRETS CAN KILL (NANCY DREW FILES 1) : SECRETS CAN KILL (Nancy Drew Files);Carolyn Keene;1991;Simon Pulse
553276727;Dear Sister (Sweet Valley High No. 7);Francine Pascal;1984;Sweet Valley
553156578;The Haunted House (Sweet Valley Twins 3);Francine Pascal;1986;Sweet Valley
553156594;Sneaking Out (Sweet Valley Twins, No 5);Francine Pascal;1987;Sweet Valley
553156624;First Place (Sweet Valley Twins, No 8);Francine Pascal;1987;Sweet Valley
553155954;Bully, the #19;Francine Pascal;1988;Yearling Books
809166283;Countdown to Christmas: Advent Thoughts, Prayers, and Activities;Susan Heyboer O'Keefe;1995;Paulist Press
440226988;Waiting for the Rain: A Novel of South Africa (Laurel Leaf Books);Sheila Gordon;1997;Laurel-Leaf Books
905104862;Low-cost Local Area Networks;Stephen PM Bridges;1986;Sigma Press
671880748;Gates : How Microsoft's Mogul Reinvented an Industry--and Made Himself the Richest Man in America;Stephen Manes;1994;Touchstone
425141756;The Winner Within: A Life Plan for Team Players;Pat Riley;1994;Berkley Publishing Group
874340241;Exercise and Fitness (Health and fitness);Jim Glenn;1986;Lippincott Williams & Wilkins
807114103;I Am One of You Forever: A Novel;Fred Chappell;1987;Louisiana State University Press
1570980071;Stories of the Flood;Uma Krishnaswami;1994;Roberts Rinehart Publishers
689711409;The Song of the Swallows;Leo Politi;1987;Aladdin
921285205;Mortimer Mooner Stopped Taking a Bath;Frank B Edwards;1990;Firefly Books Ltd
553274082;Spirit of the Hawk (Saga of the Lost Lords, Vol 3);Rose Estes;1988;Spectra Books
590428330;Catwings (Catwings (Paperback));Ursula K Le Guin;1990;Scholastic
307118630;The Story of Jonah (Golden Look-Look Book);Juliana Bragg;1981;Random House Childrens Books
679803726;Ghosts and Goose Bumps: Poems to Chill Your Bones (Picturebacks);Bobbi Katz;1991;Random House Children's Books
394932862;Hooper Humperdink ... ? Not Him! (Bright & Early Book  22);Theo Lesieg;1976;Random House Children's Books
590881299;The Magic School Bus: Hello Out There : A Sticker Book About the Solar System;Joanna Cole;1995;Scholastic
448089017;The Tower Treasure (Hardy Boys No 1);Franklin W Dixon;1976;Grosset & Dunlap
590466631;Footprints in the Snow (Hello Reader!, Level 1);Cynthia Benjamin;1994;Scholastic
1561565946;Apes and Monkeys (An Eyes on Nature Book);John Grassy;1997;Kidsbooks Inc
689821654;DOGSONG;Gary Paulsen;1998;Aladdin
440408601;Donatello: The Radical Robot (Teenage Mutant Ninja Turtles, No. 2);Steven Murphy;1993;Yearling Books
590059092;Pie-Rat's Revenge! (Garfield's Pet Force, No 2);Michael Teitelbaum;1998;Scholastic
671023101;GRIZZLY ATTACK: AGAINST THE ODDS (AGAINST THE ODDS);Todd Strasser;1998;Aladdin
590059084;The Outrageous Origin (Garfield's Pet Force, No 1);Michael Teitelbaum;1998;Scholastic
517146487;The Tolkien Companion;J E A Tyler;1995;Random House Value Publishing
1562472313;Pages and Pockets: A Portfolio for Secrets and Stuff (American Girl Library);Merle Nacht;1995;Pleasant Company Publications
671673513;The SILENCE OF THE LAMBS;Thomas Harris;1988;Audioworks
395653681;Anna Is Still Here;Ida Vos;1993;Houghton Mifflin Company
152322426;Gooseberry Park;Cynthia Rylant;1995;Harcourt Children's Books
671798596;DOG CALLED KITTY (RACK SIZE);Bill Wallace;1992;Aladdin
762409533;TOLKIEN MAGNETIC POSTCARDS(tm) 12 Full-color Magnetic Postcards to Send or Save;Brothers Hildebrandt;2001;Running Press Book Publishers
871883937;Red Storm Rising;Sound Editions;1986;Random House Audio
871881381;Someday the Rabbi Will Leave;Harry Kemelman;1985;Random House
679413685;J Is for Judgment (Kinsey Millhone Mysteries (Audio));Sue Grafton;1993;Random House Audio Publishing Group
80694756;Fantastic Book of Logic Puzzles;Muriel Mandell;1986;Sterling Publishing
394936752;Soup for President;Robert Newton Peck;1978;Alfred A Knopf
688121381;The Mystery of the Cupboard;Lynne Reid Banks;1993;HarperCollins Publishers
385300441;Why I Left Harry's All-Night Hamburgers: And Other Stories from Isaac Asimov's Science Fiction Magazine;Sheila Williams;1990;Random House Childrens Books
764504525;Microsoft Office 2000 for Windows for Dummies;Wallace  Wang;1999;For Dummies
671866400;I'LL BE SEEING YOU;Mary Higgins Clark;1993;Audioworks
